,UID,SUMLEVEL,COUNTYID,STATEID,state,state_ab,city,place,type,primary,zip_code,area_code,lat,lng,ALand,AWater,pop,male_pop,female_pop,rent_mean,rent_median,rent_stdev,rent_sample_weight,rent_samples,rent_gt_10,rent_gt_15,rent_gt_20,rent_gt_25,rent_gt_30,rent_gt_35,rent_gt_40,rent_gt_50,universe_samples,used_samples,hi_mean,hi_median,hi_stdev,hi_sample_weight,hi_samples,family_mean,family_median,family_stdev,family_sample_weight,family_samples,hc_mortgage_mean,hc_mortgage_median,hc_mortgage_stdev,hc_mortgage_sample_weight,hc_mortgage_samples,hc_mean,hc_median,hc_stdev,hc_samples,hc_sample_weight,home_equity_second_mortgage,second_mortgage,home_equity,debt,second_mortgage_cdf,home_equity_cdf,debt_cdf,hs_degree,hs_degree_male,hs_degree_female,male_age_mean,male_age_median,male_age_stdev,male_age_sample_weight,male_age_samples,female_age_mean,female_age_median,female_age_stdev,female_age_sample_weight,female_age_samples,pct_own,married,married_snp,separated,divorced,data_type
16279,234807,140,11,12,Florida,FL,Ft Lauderdale,Oakland Park City,City,tract,33309,954,26.1973954,-80.1710585,7271042.0,348480,4336,1941,2395,1453.32603,1255.0,727.06735,186.02901,713.0,1.0,0.99299,0.9439,0.80785,0.67181,0.63254,0.56662,0.48948,730,713,48974.47631,40948.0,33647.47483,843.60583,1198.0,47574.8954,37239.0,34261.28057,574.81082,837.0,1552.05411,1564.0,310.53802,83.12017,264.0,648.95439,782.0,350.96639,204.0,141.37374,0.0,0.0,0.10043,0.5641,1.0,0.43967,0.67204,0.78076,0.7484,0.80772,35.92498,36.08333,22.10457,430.21527,1941.0,34.79272,32.91667,22.37849,562.00588,2395.0,0.37276,0.42331,0.20586,0.09748,0.14042,Train
16280,288132,140,493,48,Texas,TX,Floresville,Elmendorf City,Town,tract,78114,830,29.2694303,-98.2284108,62705504.0,158818,7198,3538,3660,939.0972,748.0,421.81113,122.07634,179.0,0.9162,0.80447,0.72626,0.50279,0.26257,0.26257,0.05587,0.05587,234,179,92889.51493,86376.0,57780.55503,1025.51868,2362.0,98559.78629,93133.0,49602.56927,683.74802,1892.0,1713.55697,1733.0,635.07545,554.14538,1517.0,541.16079,516.0,214.192,611.0,366.46646,0.0,0.0,0.08224,0.71288,1.0,0.52341,0.33761,0.91845,0.92311,0.91376,38.17823,38.41667,22.48567,869.39938,3538.0,36.87734,38.33333,20.90934,942.14721,3660.0,0.89205,0.65089,0.02439,0.00692,0.05096,Train
16284,266807,140,29,36,New York,NY,West Seneca,Cheektowaga,City,tract,14224,716,42.8738669,-78.7468073,3221760.0,0,4098,1907,2191,923.63539,863.0,486.36905,578.74619,926.0,0.95398,0.78788,0.69697,0.52637,0.42312,0.38945,0.21886,0.15825,969,891,56413.24224,48738.0,40732.49773,1165.47341,1832.0,69891.82741,65557.0,41052.36418,546.04493,999.0,1195.61923,1194.0,328.99239,281.7657,520.0,547.27428,549.0,212.14192,343.0,193.50505,0.0,0.0,0.08227,0.60255,1.0,0.5233,0.59415,0.89908,0.91751,0.88137,43.45924,44.33333,21.53869,452.67986,1907.0,41.02712,38.83333,23.88428,523.87292,2191.0,0.50166,0.57354,0.12227,0.02363,0.15239,Train
16308,280078,140,9,44,Rhode Island,RI,Wakefield,Kingston,CDP,tract,2879,401,41.4843617,-71.4727131,23762759.0,1918941,4013,1831,2182,1173.46412,919.0,925.58369,359.62639,681.0,1.0,0.93098,0.84141,0.72981,0.67401,0.57856,0.49927,0.33774,681,681,85521.79635,70582.0,70043.45175,864.92676,1700.0,107056.7481,94869.0,59290.70504,347.64147,1002.0,2147.20609,2162.0,638.77752,182.85373,760.0,742.08415,702.0,336.33699,259.0,133.94088,0.0,0.0,0.17664,0.74583,1.0,0.16685,0.26298,0.92661,0.96377,0.89633,42.1376,45.33333,22.9932,558.79744,1831.0,45.70681,49.16667,25.60952,586.13071,2182.0,0.70316,0.55046,0.01053,0.0,0.08111,Train
16310,284260,140,113,48,Texas,TX,Irving,Irving City,Town,tract,75061,972,32.8187924,-96.9299661,759179.0,0,1851,1008,843,697.89422,639.0,210.1675,362.42455,392.0,1.0,0.9898,0.77296,0.58418,0.42347,0.25765,0.22704,0.18367,408,392,44591.36337,35887.0,34949.45553,475.7971,621.0,43772.61339,36090.0,28536.63167,353.22776,451.0,1322.61515,1303.0,564.83731,57.62501,115.0,596.59226,559.0,204.87911,98.0,55.07071,0.0,0.0,0.0,0.53991,1.0,1.0,0.71621,0.47225,0.48889,0.45455,30.69087,30.25,20.57754,246.15746,1008.0,33.69294,32.25,21.33032,179.29748,843.0,0.35818,0.48329,0.03621,0.02507,0.05989,Train
16263,266510,140,17,36,New York,NY,Sherburne,Sherburne,City,tract,13460,607,42.6939737,-75.4812144,254717081.0,470452,5840,2676,3164,616.166,617.0,234.83181,658.18502,757.0,0.93263,0.73316,0.63012,0.49273,0.34478,0.24439,0.18758,0.1321,795,757,53806.04429,43999.0,43383.67723,1592.43581,2412.0,61690.61789,54600.0,41981.6282,937.09692,1562.0,1239.94605,1116.0,575.20651,516.53468,851.0,493.99008,405.0,271.25493,766.0,571.56729,0.0,0.0,0.05937,0.52628,1.0,0.63156,0.73873,0.88052,0.85145,0.90533,40.74077,43.91667,22.92385,634.56819,2676.0,41.38979,44.83333,22.6244,810.75088,3164.0,0.71224,0.61816,0.03182,0.01919,0.11044,Train
16477,282707,140,163,47,Tennessee,TN,Kingsport,Bloomingdale,City,tract,37660,423,36.5792405,-82.5260044,9547260.0,0,3257,1630,1627,639.81066,566.0,216.01756,173.23232,200.0,1.0,0.79,0.745,0.645,0.34,0.285,0.245,0.245,240,200,50130.48438,38329.0,39530.91246,899.23317,1296.0,58252.92414,53985.0,35430.32513,573.1458,920.0,968.1655,885.0,511.02053,363.00653,475.0,293.38425,280.0,116.31356,581.0,534.53535,0.0,0.0,0.0161,0.44981,1.0,0.81326,0.84283,0.85074,0.85513,0.84696,40.7708,42.08333,23.96348,451.19094,1630.0,45.47564,46.58333,23.93593,363.20619,1627.0,0.78047,0.60341,0.01859,0.01007,0.08521,Train
16480,283662,140,61,48,Texas,TX,Brownsville,Reid Hope King,Town,tract,78521,956,25.9103111,-97.4664932,921415.0,0,2831,1357,1474,630.72977,593.0,201.32061,277.28697,301.0,1.0,0.8942,0.79863,0.62799,0.5802,0.50512,0.35154,0.33106,350,293,27126.95748,19133.0,21901.91517,626.50679,759.0,29353.43331,26190.0,20998.17255,496.45168,612.0,700.68242,805.0,219.12436,43.0,43.0,345.85114,289.0,131.20871,366.0,311.45455,0.0,0.0,0.0,0.10513,1.0,1.0,0.98867,0.45894,0.44979,0.46682,34.2315,27.5,24.63456,367.47973,1357.0,34.40261,31.16667,23.25845,372.65104,1474.0,0.51431,0.58862,0.09847,0.02188,0.05799,Train
16482,231722,140,111,6,California,CA,Ojai,Pine Mountain Club,City,tract,93023,805,34.6431476,-119.1348137,2379828635.0,8141700,574,303,271,1177.98483,1240.0,287.0011,16.58525,43.0,1.0,1.0,0.83333,0.73333,0.56667,0.56667,0.56667,0.56667,52,30,67478.30758,48113.0,68531.91672,171.35378,295.0,89640.15983,74519.0,59385.12823,61.46383,129.0,1949.64591,1563.0,1085.20796,50.40625,128.0,493.09847,286.0,468.82174,115.0,75.85758,0.0,0.0,0.04115,0.52675,1.0,0.71553,0.73789,0.89528,0.87549,0.91739,50.29653,54.0,18.19185,67.76461,303.0,50.59399,55.41667,18.2134,83.8619,271.0,0.86643,0.34859,0.01408,0.0,0.37676,Train
16617,293812,140,25,54,West Virginia,WV,Lewisburg,Lewisburg City,City,tract,24901,304,37.7995148,-80.4467735,42757301.0,383204,5229,2493,2736,881.13852,849.0,414.55845,448.07468,773.0,0.93323,0.79658,0.68168,0.45652,0.36025,0.29193,0.26708,0.21739,830,644,58983.16788,43465.0,56886.2686,1692.016,2618.0,78532.45588,65689.0,55337.06335,691.87218,1309.0,1150.56818,887.0,689.6298,723.03161,1053.0,312.24652,284.0,153.6533,735.0,660.25253,0.0,0.0,0.04362,0.58893,1.0,0.70436,0.6227,0.94267,0.96273,0.92497,44.06832,45.0,24.04392,573.82426,2493.0,47.26679,44.58333,23.82566,610.31229,2736.0,0.7202,0.58789,0.00879,0.0,0.11084,Train
16618,230236,140,75,6,California,CA,San Francisco,Daly City City,City,tract,94117,415,37.7704942,-122.4474539,343168.0,0,5468,3084,2384,1869.71027,1856.0,776.90829,396.44178,1837.0,0.9435,0.85025,0.66155,0.48382,0.33297,0.23204,0.22326,0.12671,1925,1823,114804.6454,105073.0,74138.29368,814.99772,2427.0,129008.9653,120111.0,73566.23153,215.65167,669.0,3479.82946,3670.0,964.57824,71.70006,429.0,804.60474,816.0,468.10194,73.0,36.50346,0.0,0.0,0.17331,0.85458,1.0,0.1754,0.08094,0.96916,0.97112,0.96636,38.97536,35.25,15.85822,658.29739,3084.0,37.04361,33.0,15.95852,527.84423,2384.0,0.23529,0.2296,0.03408,0.00551,0.12358,Train
16620,284843,140,141,48,Texas,TX,El Paso,Socorro City,Town,tract,79927,915,31.625919,-106.2287675,20006626.0,0,4804,2241,2563,768.06914,837.0,239.45574,266.21748,377.0,1.0,1.0,1.0,0.95491,0.78515,0.63926,0.54377,0.40053,434,377,38879.71299,29297.0,35886.67293,947.39218,1241.0,40319.3079,32265.0,34191.09613,813.1022,1112.0,1019.76444,953.0,519.03696,245.25485,360.0,328.7531,320.0,154.08026,447.0,400.53535,0.0,0.0,0.0,0.4461,1.0,1.0,0.84686,0.63232,0.72658,0.54727,30.24736,26.0,20.53845,566.0484,2241.0,31.39223,25.75,22.00848,668.10097,2563.0,0.60033,0.51887,0.01258,0.01258,0.02642,Train
16628,253846,140,81,26,Michigan,MI,Grand Rapids,Grand Rapids City,CDP,tract,49507,616,42.9448784,-85.6565842,968907.0,0,3191,1740,1451,849.96722,808.0,270.06899,341.93692,528.0,0.99053,0.95265,0.9072,0.89773,0.74053,0.68561,0.61932,0.45644,551,528,34350.07301,24817.0,32764.87758,853.56921,1053.0,38710.58954,29328.0,31026.61191,578.02175,727.0,972.38951,852.0,451.43431,246.96475,317.0,323.16329,323.0,126.1142,185.0,162.24798,0.0,0.0,0.0239,0.63147,1.0,0.78774,0.53035,0.72518,0.6956,0.75182,29.54574,24.91667,19.461,461.0911,1740.0,38.03073,33.75,23.56187,326.10641,1451.0,0.50223,0.27872,0.07686,0.04645,0.13514,Train
16634,288164,140,503,48,Texas,TX,Graham,Graham City,Town,tract,76450,940,33.1082416,-98.5861772,7221726.0,107683,2681,1392,1289,634.30749,637.0,169.53058,236.80662,270.0,0.94444,0.6963,0.64074,0.29259,0.26296,0.21111,0.21111,0.18148,300,270,61831.93507,41386.0,53578.27196,647.54372,963.0,65297.55844,43277.0,50183.53423,463.42044,709.0,1028.53504,1067.0,336.14922,224.72692,345.0,343.55995,292.0,216.06892,318.0,281.63636,0.0,0.0,0.0,0.52036,1.0,1.0,0.74812,0.72833,0.7241,0.73299,34.93016,32.5,23.12109,310.8252,1392.0,37.41319,32.25,25.41523,296.42993,1289.0,0.67027,0.51167,0.04767,0.03988,0.0642,Train
16635,238571,140,127,12,Florida,FL,Port Orange,Port Orange City,City,tract,32129,386,29.1246125,-81.0363853,5372670.0,0,6096,2922,3174,1114.14025,1089.0,324.19904,289.72318,736.0,1.0,0.93251,0.8595,0.70523,0.56749,0.4146,0.27686,0.19835,829,726,53914.92649,41911.0,46838.99787,1837.49037,2557.0,63745.2054,50408.0,46594.26062,864.60447,1388.0,1247.81932,1164.0,527.9032,513.51059,954.0,433.261,377.0,249.36503,774.0,578.47616,0.0,0.0,0.11111,0.55208,1.0,0.39164,0.69433,0.88271,0.87741,0.88721,40.58675,37.91667,22.45103,790.09449,2922.0,45.61865,47.0,23.79472,708.4951,3174.0,0.66601,0.40916,0.01659,0.00592,0.15363,Train
16643,269800,140,85,36,New York,NY,Staten Island,New York City,City,tract,10304,718,40.5969283,-74.0886024,776279.0,0,3744,1670,2074,1174.80662,1186.0,496.16443,223.874,572.0,0.97203,0.92657,0.86538,0.78497,0.68531,0.48776,0.44056,0.36364,579,572,78623.02099,63484.0,66467.30081,761.51741,1452.0,89295.73657,76075.0,58432.35077,417.17416,926.0,2396.74772,2330.0,886.05313,133.34901,504.0,858.3363,790.0,315.50015,369.0,180.08453,0.0,0.0,0.07789,0.57732,1.0,0.54424,0.64636,0.87596,0.84911,0.89811,46.37317,44.41667,22.5749,385.89277,1670.0,51.80747,54.83333,24.7684,525.1404,2074.0,0.66911,0.49182,0.0569,0.0,0.06475,Train
16659,286673,140,329,48,Texas,TX,Midland,Midland City,Town,tract,79706,432,31.8729777,-101.9068243,1122700077.0,2643443,11142,5611,5531,798.20159,486.0,475.57958,98.1279,167.0,0.87425,0.87425,0.87425,0.62275,0.50898,0.50898,0.50898,0.1018,349,167,105846.854,92439.0,73717.38044,1508.61097,3515.0,114010.0547,108133.0,62034.50961,1000.62801,2895.0,1564.41865,1488.0,667.91661,736.8053,1699.0,521.19271,465.0,279.05325,1467.0,1072.05051,0.0,0.0,0.0278,0.53664,1.0,0.7728,0.72196,0.878,0.85702,0.89971,34.33027,32.75,21.32735,1331.29748,5611.0,33.48061,31.75,22.01555,1199.39306,5531.0,0.93107,0.69025,0.02407,0.0124,0.08899,Train
16615,263705,140,17,34,New Jersey,NJ,Union City,Hoboken City,City,tract,7087,201,40.754787,-74.0382764,415397.0,0,6013,2741,3272,1058.24872,1027.0,375.12078,670.81585,1516.0,0.96869,0.93941,0.86249,0.74132,0.57658,0.48741,0.34649,0.25664,1516,1469,60108.95361,42907.0,58263.70373,1364.77157,2135.0,61567.83791,43486.0,56442.28841,834.0341,1307.0,2593.41132,2464.0,969.39299,99.74642,451.0,1179.12734,1309.0,414.37315,168.0,77.11438,0.0,0.0,0.11793,0.72859,1.0,0.36287,0.30099,0.69631,0.72673,0.67426,33.8376,32.66667,19.4793,742.42225,2741.0,39.48874,39.0,20.6779,791.31708,3272.0,0.22385,0.48973,0.18165,0.04884,0.0639,Train
16661,264748,140,1,35,New Mexico,NM,Albuquerque,Carnuel,City,tract,87112,505,35.1069048,-106.4842176,2178124.0,22171,2020,1042,978,1057.3743,1000.0,340.54857,105.01517,229.0,1.0,0.71616,0.53275,0.41485,0.36245,0.28384,0.22707,0.20087,229,229,99492.30213,81263.0,72503.25843,391.91605,897.0,103337.1818,91915.0,63781.5851,237.38384,621.0,1659.83671,1492.0,679.72799,167.04967,439.0,517.64686,505.0,140.67684,229.0,134.05051,0.0,0.0,0.07036,0.65719,1.0,0.57972,0.47101,0.96851,0.94332,0.9937,44.32487,47.83333,22.66713,265.79043,1042.0,47.20913,50.25,22.71944,229.85153,978.0,0.71931,0.59934,0.01214,0.0,0.0585,Train
16676,265551,140,3,32,Nevada,NV,North Las Vegas,Sunrise Manor,City,tract,89030,702,36.1920889,-115.1072074,1346446.0,0,5602,2545,3057,1103.79524,1122.0,193.56698,104.4195,345.0,1.0,0.95942,0.87826,0.83188,0.75652,0.61159,0.43478,0.22899,369,345,44064.78557,35367.0,38550.76459,1085.53814,1427.0,45615.50088,35858.0,37359.92247,864.21165,1139.0,1120.72047,1045.0,320.29392,372.8243,592.0,347.50164,321.0,103.14483,466.0,392.76768,0.0,0.0,0.02174,0.55955,1.0,0.79539,0.68068,0.43909,0.48878,0.39337,33.31145,32.0,20.88426,636.42284,2545.0,31.80281,28.5,20.79303,703.33299,3057.0,0.70619,0.58722,0.10834,0.03034,0.10022,Train
16681,283587,140,59,48,Texas,TX,Baird,Putnam,Town,tract,79504,325,32.3136928,-99.2834471,1451473455.0,2671750,4439,2103,2336,554.85629,569.0,275.3334,269.85676,289.0,0.90217,0.71377,0.63768,0.44928,0.38768,0.30072,0.24638,0.22101,377,276,55016.77017,40703.0,49497.67983,1164.61743,1751.0,66653.28439,54047.0,47678.66147,643.44026,1086.0,888.81384,854.0,323.32023,345.10194,402.0,403.02197,370.0,198.88394,972.0,792.12283,0.0,0.0,0.00364,0.29258,1.0,0.83515,0.95203,0.86191,0.88003,0.84714,43.14057,44.58333,24.82501,539.21427,2103.0,46.80091,49.33333,24.2567,550.77847,2336.0,0.78313,0.57724,0.03597,0.01356,0.12382,Train
16688,279841,140,153,72,Puerto Rico,PR,Yauco,Palomas,Urban,tract,698,787,17.9850254,-66.8535312,17520483.0,252953,2741,1181,1560,543.61765,526.0,132.99788,34.0,34.0,1.0,1.0,1.0,1.0,0.70588,0.70588,0.44118,0.44118,128,34,12162.69341,8654.0,12849.7072,569.04439,721.0,17096.56996,13025.0,15558.75137,325.58249,423.0,693.5,750.0,158.6794,33.0,33.0,151.12001,135.0,102.03128,560.0,422.92384,0.0,0.0,0.0,0.05565,1.0,1.0,0.9915,0.60594,0.48182,0.68346,46.20343,52.08333,24.83889,296.86248,1181.0,48.79252,50.25,18.1068,375.21066,1560.0,0.89785,0.39828,0.0549,0.04736,0.21313,Train
16698,282567,140,157,47,Tennessee,TN,Millington,Millington City,City,tract,38053,901,35.3108289,-90.0720845,137959957.0,33440595,4340,1876,2464,853.82936,845.0,165.61451,316.81891,503.0,1.0,0.88072,0.84692,0.80318,0.76143,0.74553,0.69185,0.54076,558,503,45460.70969,28140.0,47006.38726,1018.5769,1415.0,54872.75629,37040.0,48318.59485,626.6969,1042.0,1431.19989,987.0,1074.7151,311.41624,488.0,371.48974,345.0,143.17846,369.0,321.0202,0.0,0.0,0.02684,0.56943,1.0,0.77654,0.6619,0.80256,0.80338,0.80191,37.14728,36.83333,22.64106,471.07597,1876.0,35.28774,32.08333,23.18231,623.19625,2464.0,0.47423,0.45869,0.12492,0.10245,0.06609,Train
16700,285262,140,201,48,Texas,TX,Houston,Aldine,Town,tract,77039,281,29.9054154,-95.3072963,3211572.0,22124,3022,1595,1427,857.54331,795.0,233.16781,267.13107,398.0,0.95078,0.89378,0.77202,0.68653,0.61917,0.56218,0.39378,0.28497,412,386,40355.63791,33082.0,29872.68919,648.54986,835.0,40286.50713,34461.0,26317.12778,431.1878,570.0,1043.42519,1070.0,233.88427,105.73494,172.0,362.99197,352.0,154.62465,251.0,204.97111,0.0,0.0,0.0,0.40662,1.0,1.0,0.88516,0.53971,0.47216,0.61872,29.28771,26.66667,18.3684,424.24071,1595.0,31.99003,26.16667,20.3297,384.24432,1427.0,0.51616,0.34226,0.09623,0.06109,0.05105,Train
16702,235402,140,33,12,Florida,FL,Pensacola,Brent,City,tract,32505,850,30.4624376,-87.2310568,4435450.0,18700,5136,2236,2900,793.04601,801.0,292.46992,200.98759,295.0,0.91986,0.68641,0.50174,0.38328,0.25436,0.22648,0.20557,0.14286,318,287,55532.81736,46881.0,44315.18184,334.11547,505.0,63659.37036,53988.0,42808.30832,209.49271,343.0,1029.73844,992.0,189.71826,47.92771,66.0,353.76538,341.0,91.59375,121.0,104.83838,0.0,0.0,0.03743,0.35294,1.0,0.73215,0.92302,0.95107,0.91156,0.98333,24.45491,20.58333,13.12989,1181.65058,2236.0,24.60345,20.91667,13.81818,1512.56009,2900.0,0.35063,0.15231,0.0,0.0,0.03046,Train
16703,238764,140,21,13,Georgia,GA,Macon,Macon-bibb,City,tract,31204,478,32.8187367,-83.682639,3474868.0,9303,3216,1460,1756,715.58472,680.0,412.57275,618.25087,822.0,1.0,1.0,0.94007,0.84395,0.61673,0.53059,0.47566,0.39576,870,801,25008.02492,17977.0,22106.76412,1017.58901,1224.0,32006.95678,24261.0,24238.38594,535.75603,651.0,891.63786,843.0,215.84043,144.0241,188.0,413.41866,404.0,160.44508,166.0,122.56566,0.0,0.0,0.0226,0.53107,1.0,0.79246,0.73099,0.65779,0.58075,0.71244,37.39726,38.25,21.77715,352.53833,1460.0,45.18692,49.25,23.59508,391.38007,1756.0,0.34697,0.37447,0.16484,0.14877,0.10566,Train
16712,275412,140,51,41,Oregon,OR,Portland,Portland City,City,tract,97205,503,45.5141435,-122.69091,374026.0,0,2886,1448,1438,880.39131,789.0,461.0033,931.26033,1397.0,0.99235,0.97169,0.85845,0.72992,0.62969,0.53481,0.47131,0.39097,1425,1307,48340.86015,22702.0,65418.60278,1145.81904,1687.0,117671.6327,107613.0,84601.22757,131.42452,341.0,2136.92252,2056.0,763.07149,35.53415,155.0,1114.09756,1084.0,503.30211,107.0,42.51302,0.0,0.0,0.03053,0.5916,1.0,0.76179,0.6171,0.91248,0.8858,0.93952,39.20418,31.58333,17.93417,432.04885,1448.0,35.65088,28.58333,17.17445,487.02343,1438.0,0.1982,0.2417,0.06431,0.02898,0.10177,Train
16674,294162,140,101,54,West Virginia,WV,Webster Springs,Bergoo,City,tract,26288,304,38.5064641,-80.2961161,289441758.0,1811780,2572,1222,1350,435.14308,391.0,182.34029,302.89485,309.0,0.8961,0.87662,0.83766,0.65584,0.48377,0.42208,0.28896,0.23377,327,308,38661.72793,26669.0,34454.92963,866.46333,1152.0,43313.97896,36338.0,32850.40554,606.78024,842.0,722.82177,688.0,198.00051,235.15663,246.0,295.26494,290.0,140.61756,579.0,497.62253,0.0,0.0,0.03758,0.29818,1.0,0.73155,0.94997,0.75312,0.69596,0.8091,47.71651,54.0,21.63381,298.51727,1222.0,44.7022,50.33333,22.90974,317.28672,1350.0,0.76827,0.59066,0.03755,0.00275,0.15201,Train
16196,235095,140,19,12,Florida,FL,Orange Park,Orange Park,City,tract,32073,904,30.1697308,-81.698356,5957738.0,5141804,4893,2272,2621,946.72005,846.0,285.51822,592.92936,968.0,0.95351,0.88946,0.78306,0.56095,0.43079,0.35744,0.32955,0.17252,1009,968,63833.78604,45834.0,64856.41285,1362.79075,2074.0,81141.50183,60501.0,66328.2705,629.87657,1134.0,1471.99377,1141.0,810.38793,298.6456,565.0,479.08737,445.0,216.88234,500.0,353.0303,0.0,0.0,0.06009,0.53052,1.0,0.62809,0.73192,0.92539,0.93482,0.91645,43.08617,42.41667,23.04183,518.13534,2272.0,43.9434,48.33333,23.76424,674.87851,2621.0,0.53679,0.54886,0.06497,0.04522,0.11123,Train
16613,228443,140,65,6,California,CA,Jurupa Valley,Jurupa Valley City,City,tract,92509,951,33.9729184,-117.4613233,2661138.0,52944,3264,1568,1696,1342.11176,1452.0,533.62395,53.43166,187.0,0.86631,0.86631,0.75401,0.65775,0.62032,0.62032,0.62032,0.38503,217,187,73878.7469,59173.0,56871.7164,503.90295,926.0,71513.33734,58216.0,48527.04524,408.27899,766.0,1476.70019,1512.0,472.54453,233.78335,615.0,446.10781,445.0,112.42423,94.0,64.20202,0.0,0.0,0.0268,0.86742,1.0,0.77666,0.06749,0.81466,0.79379,0.83248,33.24086,31.0,19.06581,388.38516,1568.0,36.8407,35.25,20.8354,396.24864,1696.0,0.77911,0.52785,0.0686,0.02986,0.0573,Train
16596,267349,140,47,36,New York,NY,Brooklyn,New York City,City,tract,11223,718,40.5923495,-73.9751085,251189.0,0,3622,1857,1765,1240.83195,1183.0,363.97326,124.57258,496.0,0.98185,0.93548,0.86492,0.77218,0.71976,0.67742,0.56452,0.5,516,496,61836.5034,45304.0,52239.50526,777.26803,1200.0,62964.13772,51098.0,47672.07738,551.88367,882.0,2641.99939,2679.0,676.73247,67.36747,327.0,928.86603,950.0,381.73229,357.0,184.83094,0.0,0.0,0.03363,0.47807,1.0,0.74844,0.80919,0.74401,0.72748,0.76152,39.10192,39.83333,23.90344,411.46771,1857.0,38.47781,38.5,22.22984,403.00928,1765.0,0.56586,0.67368,0.04,0.01544,0.08211,Train
16487,248289,140,127,21,Kentucky,KY,Blaine,Blaine City,City,tract,41124,606,38.0421565,-82.9046723,212735818.0,684075,1635,882,753,468.58665,437.0,186.6953,94.45455,99.0,0.94737,0.62105,0.62105,0.56842,0.30526,0.23158,0.17895,0.11579,141,95,39039.63531,29978.0,32818.14516,461.19775,625.0,42106.91794,35575.0,32708.09311,316.25876,420.0,860.55449,758.0,504.59849,145.42356,169.0,330.64964,257.0,316.8772,315.0,278.51263,0.0,0.0,0.0,0.34917,1.0,1.0,0.92522,0.6198,0.56529,0.68337,40.54163,40.33333,24.47431,224.89797,882.0,38.86725,36.5,23.49243,187.13308,753.0,0.81651,0.52765,0.01495,0.01196,0.21076,Train
16490,277269,140,69,42,Pennsylvania,PA,Scranton,Dickson City,Borough,tract,18508,570,41.4536374,-75.6628538,6391976.0,0,2747,1305,1442,798.06742,776.0,366.74167,271.36257,407.0,0.88698,0.76658,0.57985,0.5258,0.48649,0.40049,0.3145,0.2801,464,407,50634.85743,47247.0,37714.5558,734.2945,1163.0,55937.48226,53450.0,32355.45614,448.07678,757.0,1170.29523,1135.0,355.13247,238.51583,380.0,497.66019,479.0,222.27266,319.0,199.80808,0.0,0.0,0.08298,0.54363,1.0,0.51981,0.70946,0.85399,0.86277,0.84544,41.90064,43.91667,22.4487,317.58776,1305.0,41.63313,42.41667,23.01785,373.43275,1442.0,0.62672,0.38317,0.00627,0.00627,0.09311,Train
16497,267420,140,47,36,New York,NY,Brooklyn,New York City,City,tract,11230,718,40.632163,-73.965733,196068.0,0,4028,1983,2045,1167.63628,1240.0,471.43215,289.19291,752.0,0.9867,0.91489,0.86569,0.76596,0.68351,0.54255,0.49734,0.43484,776,752,60999.74562,44583.0,63010.45595,790.24643,1245.0,70050.99012,48200.0,64564.25784,511.92108,826.0,2500.79062,2615.0,1027.3285,65.66836,264.0,687.59455,739.0,452.22342,205.0,128.34654,0.0,0.0,0.09168,0.5629,1.0,0.47934,0.6743,0.87049,0.87583,0.86579,34.919,31.58333,21.62226,542.02022,1983.0,37.76599,36.16667,22.79516,510.32289,2045.0,0.37512,0.53767,0.0586,0.00451,0.02704,Train
16509,228025,140,59,6,California,CA,Santa Ana,Santa Ana City,City,tract,92704,714,33.7090417,-117.8928808,1448684.0,5399,5836,2723,3113,1905.23456,1921.0,620.47497,60.35938,379.0,1.0,1.0,0.98417,0.7942,0.7942,0.69129,0.64644,0.49868,388,379,91296.80008,76293.0,58095.76591,655.02787,1385.0,87654.85461,73366.0,54148.6842,579.67259,1194.0,1918.32103,1802.0,813.17154,260.676,754.0,462.87039,435.0,197.07256,243.0,170.27273,0.0,0.0,0.0652,0.75627,1.0,0.60391,0.24053,0.76969,0.76018,0.77847,37.77351,36.16667,23.19297,680.52981,2723.0,36.5386,31.58333,21.80608,836.49645,3113.0,0.71456,0.58994,0.10286,0.01522,0.04659,Train
16511,242253,140,29,17,Illinois,IL,Charleston,Charleston City,Village,tract,61920,217,39.4708336,-88.1892241,13852415.0,1417220,4400,2106,2294,721.40137,681.0,432.13997,415.39078,543.0,0.93688,0.87377,0.72781,0.67258,0.59369,0.49704,0.44181,0.40828,586,507,84581.71829,69389.0,70254.56226,977.1002,1986.0,102337.8972,88613.0,65457.01676,473.19908,1280.0,1491.72591,1379.0,637.8482,368.59287,783.0,624.02323,512.0,318.38047,617.0,349.85486,0.0,0.0,0.04214,0.55929,1.0,0.71108,0.68111,0.96792,0.97255,0.96354,43.8618,42.75,24.00515,510.19792,2106.0,42.73532,42.0,22.95441,583.0871,2294.0,0.75868,0.6661,0.01299,0.01017,0.07797,Train
16512,266751,140,29,36,New York,NY,Buffalo,Tonawanda,City,tract,14223,716,42.9906018,-78.8645669,3356258.0,0,5489,2738,2751,776.01478,789.0,224.23981,679.69794,934.0,0.95285,0.79715,0.69189,0.43421,0.40461,0.29934,0.28289,0.17982,1013,912,65889.05709,52208.0,51443.30946,1666.91918,2762.0,89202.32744,76942.0,51262.83928,485.59763,1195.0,1323.30055,1187.0,610.34736,545.28924,1085.0,470.81525,447.0,128.89034,664.0,435.71717,0.0,0.0,0.09949,0.62035,1.0,0.44363,0.55584,0.91406,0.95578,0.87419,43.27112,42.75,22.25026,672.73693,2738.0,49.80638,53.83333,25.59086,606.99951,2751.0,0.74142,0.48986,0.07447,0.02565,0.14522,Train
